Record_ID,Timestamp,Scenario,Machine_ID,Machine_Type,Machine_Model_Class,Engine_Hours,Machine_Age,Engine_Temperature,Hydraulic_Temperature,Machine_Speed,Fuel_Consumption,Machine_Health_Score,Engine_Load_Percentage,Operator_ID,Experience_Level,Years_Experience,Operating_Shift,Historical_Efficiency,Historical_Idle_Time,Training_Score,Previous_Safety_Events,Operator_Skill_Score,Load_Weight,Load_Percentage,Load_Cycles,Idle_Time,Operating_Mode,Travel_Direction,Harsh_Acceleration,Harsh_Braking,Rapid_Control_Input,Control_Smoothness,Proximity_Violations,Seatbelt_Status,Proximity_Distance,Obstacle_Type,Blind_Zone_Entry,Ground_Slope,Safety_Zone_Status,Emergency_Stop,Safety_Event,Weather,Visibility,Ambient_Temperature,Dust_Level,Ground_Condition,Terrain_Type,Working_Zone,Lighting_Condition,Task_ID,Task_Type,Task_Complexity,Target_Quantity,Completed_Quantity,Historical_Task_Duration,Current_Task_Progress,Estimated_Task_Duration,Actual_Task_Duration,Total_Fuel_Used,Safety_Risk_Score,Safety_Risk_Level,Operator_Anomaly,Anomaly_Score,Anomaly_Reason,Task_Completion_Time,Incident_Type,Fuel_Efficiency
R028128,2026-05-15 03:24,POOR_WEATHER,WHL-310,Wheel Loader,Medium Wheel Loader,5020.8,3.4,84.7,63.0,6.1,14.48,75.0,75.6,OP1091,Expert,18.7,Night,83.4,23.6,66.8,1,71.3,3.55,78.8,167,29.1,Power,Reverse,1,1,15,90.6,0,Fastened,6.63,Vehicle,0,4.9,Clear,0,0,Dust_Wind,37.4,29.4,86.6,Dry,Stockpile,Zone D,Night_Floodlit,TSK-028128,Stockpiling,2,588.7,588.7,126.0,0.304,132.6,139.3,32.3,46.3,MEDIUM,0,0.0246,Normal,102.3,No_Incident,18.2
R005280,2026-05-15 03:26,PROXIMITY_HAZARD,EXC-217,Excavator,Medium Excavator (20t class),7988.4,6.0,81.4,62.5,3.48,13.1,67.0,62.9,OP1116,Intermediate,2.3,Night,81.6,12.7,68.4,0,51.2,1.46,72.4,511,24.1,Standard,Forward,2,0,15,77.5,1,Fastened,2.93,Vehicle,1,0.2,Violated,1,1,Clear,74.0,28.7,29.5,Dry,Flat,Zone B,Night_Floodlit,TSK-005280,Loading,2,743.8,743.8,181.7,0.477,188.4,187.5,42.0,62.2,HIGH,0,0.081,Normal,105.1,Stability_Loss,17.72
R021342,2026-05-15 06:00,HIGH_FUEL_CONSUMPTION,WHL-305,Wheel Loader,Medium Wheel Loader,1613.2,1.11,84.5,59.3,7.37,15.14,89.0,62.5,OP1118,Novice,1.4,Morning,62.5,15.3,64.6,0,38.0,3.17,68.3,161,17.7,Standard,Forward,4,1,16,67.8,2,Fastened,14.47,Vehicle,0,1.5,Clear,0,0,Clear,97.2,32.4,23.5,Dry,Flat,Zone B,Daylight,TSK-021342,Loading,3,508.7,508.7,114.2,0.703,108.8,125.4,31.8,18.4,LOW,0,0.2763,Normal,32.6,No_Incident,15.97
R004991,2026-05-15 06:02,EXCESSIVE_IDLE,WHL-308,Wheel Loader,Large Wheel Loader,6778.1,5.41,82.6,65.4,7.53,14.71,83.2,65.9,OP1074,Experienced,7.4,Morning,78.6,38.9,90.5,1,85.0,5.53,79.3,120,86.9,Standard,Forward,0,0,10,78.9,4,Fastened,8.45,Structure,0,0.6,Clear,0,0,Hot,94.9,41.8,26.8,Dry,Flat,Zone D,Daylight,TSK-004991,Material_Transfer,3,662.3,662.3,164.0,0.851,127.7,187.9,47.4,22.0,LOW,1,0.8092,Excessive_Idle,28.6,No_Incident,13.97
R012148,2026-05-15 06:02,STEEP_TERRAIN,EXC-213,Excavator,Large Excavator (30t class),13069.5,9.71,86.7,67.8,0.0,21.0,57.2,78.4,OP1063,Experienced,9.3,Morning,93.8,20.7,71.3,2,80.3,2.32,74.4,157,40.6,Standard,Swinging,2,3,12,91.2,2,Fastened,5.76,Worker,0,18.1,Warning,0,1,Clear,94.2,33.9,25.8,Loose,Stockpile,Zone D,Daylight,TSK-012148,Trenching,3,363.7,363.7,100.2,0.811,94.6,199.3,66.8,58.3,HIGH,0,0.1302,Normal,35.6,Stability_Loss,5.44
R028018,2026-05-15 06:06,HIGH_LOAD_OPERATION,EXC-201,Excavator,Large Excavator (30t class),8446.2,5.71,89.2,72.3,0.39,28.47,75.6,96.6,OP1051,Intermediate,4.1,Morning,68.4,11.0,78.9,2,62.1,3.12,97.2,209,11.5,Power,Swinging,0,0,5,75.9,2,Fastened,17.8,No_Object,0,16.4,Clear,0,0,Hot,86.9,39.2,39.9,Dry,Embankment,Zone A,Daylight,TSK-028018,Excavation,3,650.1,650.1,125.9,0.445,130.0,134.1,62.9,57.8,HIGH,0,0.0595,Normal,77.8,No_Incident,10.34
R035770,2026-05-15 06:07,EXCESSIVE_IDLE,WHL-304,Wheel Loader,Medium Wheel Loader,5478.6,4.21,78.8,58.0,4.56,5.76,87.3,56.9,OP1068,Intermediate,4.6,Morning,81.4,25.6,74.9,2,73.1,3.52,80.2,290,229.1,Eco,Forward,1,4,33,89.8,3,Fastened,8.93,Material_Pile,0,0.6,Clear,0,0,Hot,86.8,36.7,26.9,Dry,Flat,Zone B,Dawn_Dusk,TSK-035770,Loading,1,1018.2,1018.2,251.6,0.215,217.8,432.2,40.8,6.4,LOW,1,0.998,Excessive_Idle,335.7,No_Incident,24.95
R034423,2026-05-15 06:10,NORMAL_OPERATION,EXC-215,Excavator,Medium Excavator (20t class),11298.5,8.81,84.4,63.7,1.94,10.98,64.7,62.0,OP1103,Experienced,5.6,Morning,84.8,20.9,78.7,0,64.0,1.26,65.4,560,55.9,Standard,Forward,4,3,17,86.5,3,Fastened,18.14,No_Object,0,6.9,Clear,0,0,Clear,93.7,37.1,30.5,Dry,Gentle_Slope,Zone E,Daylight,TSK-034423,Excavation,2,703.9,703.9,189.6,0.455,187.7,265.4,48.3,6.8,LOW,0,0.1033,Normal,134.2,No_Incident,14.56
R023532,2026-05-15 06:11,HIGH_LOAD_OPERATION,WHL-306,Wheel Loader,Large Wheel Loader,9064.1,5.71,86.2,67.2,6.93,23.46,71.1,79.2,OP1064,Experienced,8.2,Morning,73.8,22.8,63.5,5,51.5,7.32,105.6,108,23.4,Power,Forward,2,3,8,74.4,1,Fastened,13.92,No_Object,0,2.0,Clear,0,1,Cloudy,90.6,36.0,27.9,Dry,Flat,Zone B,Daylight,TSK-023532,Loading,1,789.6,789.6,164.7,0.81,125.7,102.9,39.6,34.3,MEDIUM,0,0.0712,Normal,18.2,Harsh_Maneuver,19.95
R038833,2026-05-15 06:11,EXCESSIVE_IDLE,EXC-218,Excavator,Medium Excavator (20t class),8552.8,7.21,84.0,64.0,2.23,13.31,69.9,70.1,OP1096,Intermediate,2.5,Morning,76.6,12.8,63.4,3,49.0,1.48,73.6,318,27.6,Eco,Reverse,6,5,11,76.4,1,Fastened,13.22,No_Object,0,13.4,Clear,0,0,Hot,86.7,36.0,35.6,Dry,Embankment,Zone A,Daylight,TSK-038833,Excavation,3,471.5,471.5,143.6,0.475,125.7,176.1,40.0,33.2,MEDIUM,1,0.7299,Excessive_Idle,101.1,No_Incident,11.8
R031028,2026-05-15 06:16,NORMAL_OPERATION,EXC-208,Excavator,Large Excavator (30t class),5583.5,4.01,84.2,60.8,0.7,13.55,77.9,59.4,OP1110,Experienced,5.6,Morning,67.3,36.6,67.5,2,62.7,2.31,73.1,91,31.5,Eco,Swinging,1,0,9,86.1,0,Fastened,13.3,Structure,0,2.4,Clear,0,0,Clear,95.0,37.4,32.4,Dry,Trench_Edge,Zone C,Daylight,TSK-031028,Trenching,4,208.4,208.4,85.4,0.533,54.2,101.1,22.7,10.0,LOW,0,0.0601,Normal,43.4,No_Incident,9.2
R036819,2026-05-15 06:24,EFFICIENT_OPERATION,EXC-213,Excavator,Large Excavator (30t class),13194.8,9.71,82.9,64.0,2.47,17.48,56.0,49.0,OP1029,Expert,13.9,Morning,71.9,20.2,80.7,1,68.1,1.85,58.7,562,29.5,Standard,Reverse,1,5,11,93.3,4,Fastened,9.16,Worker,1,0.9,Clear,0,0,Clear,73.3,36.2,28.1,Dry,Flat,Zone B,Dawn_Dusk,TSK-036819,Loading,3,1036.5,1036.5,204.1,0.539,196.9,288.2,79.4,23.6,LOW,0,0.0347,Normal,131.9,No_Incident,13.05
R026096,2026-05-15 06:25,MULTIPLE_SIMULTANEOUS_RISKS,EXC-201,Excavator,Large Excavator (30t class),8465.5,5.71,85.8,66.8,2.58,24.24,73.2,73.8,OP1051,Intermediate,4.1,Morning,68.4,11.0,77.4,2,62.1,2.73,85.5,295,11.5,Standard,Reverse,1,0,13,81.2,6,Fastened,2.31,Worker,1,1.0,Violated,0,0,Cloudy,28.5,35.2,27.0,Dry,Flat,Zone A,Night_Poor,TSK-026096,Excavation,3,802.8,802.8,170.2,0.61,160.6,163.6,60.6,83.7,CRITICAL,0,0.1725,Normal,56.8,No_Incident,13.25
R026008,2026-05-15 06:31,EXCESSIVE_IDLE,WHL-316,Wheel Loader,Large Wheel Loader,13928.5,9.71,86.0,66.0,7.54,17.76,61.5,64.6,OP1113,Intermediate,4.5,Morning,76.9,21.0,70.0,0,51.1,4.76,66.3,151,53.8,Power,Forward,1,1,5,79.4,1,Fastened,4.63,Worker,0,2.5,Warning,0,0,Clear,90.5,37.1,18.1,Dry,Flat,Zone D,Daylight,TSK-026008,Material_Transfer,2,717.9,717.9,162.1,0.865,138.4,181.5,54.1,38.8,MEDIUM,1,0.7681,Excessive_Idle,25.0,No_Incident,13.26
R000968,2026-05-15 06:36,PROXIMITY_HAZARD,EXC-207,Excavator,Large Excavator (30t class),7812.2,5.21,86.8,63.9,3.13,25.81,79.5,81.3,OP1016,Intermediate,2.4,Morning,80.9,18.7,75.1,1,52.7,2.7,85.5,282,23.1,Power,Reverse,2,2,12,68.8,2,Unfastened,0.81,Vehicle,0,1.6,Violated,1,1,Clear,97.3,33.3,12.2,Dry,Flat,Zone C,Daylight,TSK-000968,Excavation,3,759.0,759.0,176.5,0.11,151.8,136.5,59.3,75.1,CRITICAL,0,0.0837,Normal,123.1,Vehicle_Interaction,12.8
R018557,2026-05-15 06:38,EXCESSIVE_IDLE,WHL-308,Wheel Loader,Large Wheel Loader,6781.0,5.41,82.7,60.5,5.41,16.52,82.5,67.4,OP1118,Novice,1.4,Morning,62.5,15.3,64.5,0,38.0,5.8,79.7,91,88.5,Eco,Forward,9,4,22,68.1,2,Fastened,18.41,No_Object,0,14.1,Clear,0,0,Fog,29.3,30.3,29.6,Dry,Stockpile,Zone D,Daylight,TSK-018557,Loading,4,521.7,521.7,103.3,0.213,83.1,232.6,64.2,62.2,HIGH,1,1.0,Excessive_Idle,189.2,No_Incident,8.13
R010374,2026-05-15 06:43,HIGH_FUEL_CONSUMPTION,WHL-305,Wheel Loader,Medium Wheel Loader,1578.4,1.11,83.1,60.5,6.97,16.13,86.8,59.8,OP1118,Novice,1.4,Morning,62.5,15.3,65.6,0,38.0,3.28,74.5,113,19.7,Standard,Forward,4,1,4,69.2,7,Fastened,8.26,Worker,0,1.4,Clear,0,0,Clear,89.9,37.5,23.4,Dry,Flat,Zone D,Daylight,TSK-010374,Material_Transfer,4,475.5,369.9,142.8,0.889,123.1,153.7,40.7,26.7,LOW,1,0.9997,Abnormal_Fuel,16.2,No_Incident,9.08
R011354,2026-05-15 06:43,EFFICIENT_OPERATION,EXC-215,Excavator,Medium Excavator (20t class),11257.9,8.81,80.7,57.8,0.62,9.24,68.3,51.7,OP1000,Intermediate,4.8,Morning,72.9,16.4,71.4,1,52.7,1.48,75.2,416,16.9,Standard,Stationary,1,1,9,71.0,2,Fastened,10.19,Worker,0,2.3,Clear,0,0,Clear,89.1,34.6,14.7,Dry,Flat,Zone B,Daylight,TSK-011354,Loading,1,617.0,617.0,195.6,0.497,156.3,148.9,23.9,13.8,LOW,0,0.0887,Normal,78.1,No_Incident,25.87
R027645,2026-05-15 06:46,UNSAFE_OPERATION,WHL-309,Wheel Loader,Medium Wheel Loader,13399.3,10.51,82.8,66.6,9.19,13.06,70.8,67.5,OP1075,Experienced,6.0,Morning,76.2,20.8,72.5,3,61.1,2.71,58.0,156,28.0,Power,Reverse,6,9,31,66.1,4,Unfastened,2.6,Worker,0,8.9,Violated,1,1,Dust_Wind,58.4,37.6,64.5,Dry,Flat,Zone B,Daylight,TSK-027645,Loading,3,420.5,420.5,104.8,0.251,90.0,181.8,39.8,92.8,CRITICAL,1,0.7655,Unusual_Speed,134.6,Harsh_Maneuver,10.55
R033207,2026-05-15 06:48,NORMAL_OPERATION,EXC-208,Excavator,Large Excavator (30t class),5665.0,4.01,83.2,63.9,0.71,13.62,80.5,61.2,OP1010,Experienced,7.0,Morning,71.3,28.9,82.2,1,68.2,2.54,83.1,163,30.1,Standard,Stationary,7,3,17,79.3,1,Fastened,7.49,Worker,0,4.7,Clear,0,0,Hot,86.9,39.1,55.1,Dry,Haul_Road,Zone B,Daylight,TSK-033207,Loading,3,504.7,413.0,151.4,0.946,95.9,118.7,26.3,14.3,LOW,0,0.1017,Normal,6.8,No_Incident,15.68
R026628,2026-05-15 06:56,NORMAL_OPERATION,EXC-217,Excavator,Medium Excavator (20t class),7932.7,6.01,85.1,68.2,0.16,10.15,67.4,63.2,OP1028,Intermediate,3.7,Morning,72.6,29.3,70.3,1,57.4,1.25,66.2,627,64.0,Standard,Stationary,1,2,15,88.0,3,Fastened,12.73,No_Object,0,1.0,Clear,0,0,Hot,90.8,37.7,13.2,Dry,Flat,Zone A,Daylight,TSK-026628,Excavation,1,784.6,784.6,270.0,0.3,209.2,241.5,41.5,5.0,LOW,0,0.0694,Normal,171.1,No_Incident,18.92
R039372,2026-05-15 06:58,NORMAL_OPERATION,EXC-209,Excavator,Medium Excavator (20t class),10393.4,8.51,82.2,61.2,2.18,14.12,75.9,64.5,OP1003,Novice,0.6,Morning,62.4,21.7,49.6,1,22.2,1.67,81.8,548,59.7,Standard,Forward,7,5,34,64.1,7,Fastened,6.4,Material_Pile,0,4.2,Clear,0,0,Dust_Wind,48.3,33.9,85.7,Dry,Haul_Road,Zone B,Dawn_Dusk,TSK-039372,Loading,3,914.9,914.9,337.8,0.715,231.8,339.1,76.5,29.9,LOW,0,0.15,Normal,92.7,No_Incident,11.96
R011169,2026-05-15 07:02,NORMAL_OPERATION,WHL-305,Wheel Loader,Medium Wheel Loader,1661.0,1.11,83.6,61.9,7.1,9.83,86.1,65.4,OP1064,Experienced,8.2,Morning,73.8,22.8,64.8,5,51.5,4.09,91.1,230,58.4,Eco,Forward,1,2,40,78.3,2,Fastened,16.63,No_Object,0,1.0,Clear,0,0,Hot,87.9,37.9,27.6,Dry,Flat,Zone D,Daylight,TSK-011169,Material_Transfer,2,937.2,937.2,325.4,0.3,242.7,220.7,37.3,10.5,LOW,0,0.157,Normal,154.0,No_Incident,25.15
R007648,2026-05-15 07:03,NORMAL_OPERATION,EXC-218,Excavator,Medium Excavator (20t class),8613.1,7.21,88.9,68.7,3.19,15.15,73.0,78.3,OP1096,Intermediate,2.5,Morning,76.6,12.8,64.0,3,49.0,1.65,81.9,301,16.5,Standard,Forward,4,3,11,78.2,2,Fastened,7.32,Structure,0,8.6,Clear,0,0,Hot,84.1,37.1,38.6,Dry,Gentle_Slope,Zone C,Daylight,TSK-007648,Excavation,4,496.8,496.8,123.8,0.532,132.5,165.6,41.5,20.6,LOW,0,0.1308,Normal,81.8,No_Incident,11.97
R010522,2026-05-15 07:12,POOR_WEATHER,WHL-311,Wheel Loader,Medium Wheel Loader,1941.9,1.41,80.3,58.5,0.52,9.72,80.4,49.1,OP1117,Experienced,8.3,Morning,83.0,17.5,72.8,0,66.9,3.13,67.2,433,55.9,Eco,Stationary,2,0,16,98.6,6,Unfastened,16.06,Structure,0,3.2,Clear,0,0,Light_Rain,75.2,34.0,26.9,Wet,Haul_Road,Zone B,Daylight,TSK-010522,Material_Transfer,2,1352.3,1352.3,324.6,0.549,350.2,419.0,62.7,12.1,LOW,0,0.1132,Normal,170.7,No_Incident,21.56
R013830,2026-05-15 07:13,NORMAL_OPERATION,EXC-223,Excavator,Large Excavator (30t class),9242.4,7.21,83.8,65.7,2.81,18.09,78.9,68.7,OP1109,Experienced,8.0,Morning,77.0,18.5,87.6,1,63.0,2.41,75.5,143,19.4,Standard,Forward,1,2,3,81.5,1,Fastened,6.89,Vehicle,0,1.4,Clear,0,0,Hot,82.2,40.3,34.2,Dry,Flat,Zone A,Daylight,TSK-013830,Trenching,3,344.7,344.7,100.6,0.562,89.6,96.6,28.4,7.0,LOW,0,0.1548,Normal,38.2,No_Incident,12.15
R032168,2026-05-15 07:13,STEEP_TERRAIN,EXC-211,Excavator,Medium Excavator (20t class),3789.8,3.01,85.0,65.2,0.61,12.77,80.6,73.2,OP1065,Experienced,5.1,Morning,65.3,25.7,66.0,3,50.7,1.37,72.7,326,43.1,Standard,Swinging,1,5,12,70.7,1,Fastened,6.99,Vehicle,0,16.7,Clear,0,0,Hot,80.3,36.1,25.4,Loose,Embankment,Zone D,Dawn_Dusk,TSK-032168,Excavation,3,446.3,446.3,125.6,0.489,119.0,210.7,46.0,25.7,LOW,0,0.0409,Normal,116.6,No_Incident,9.7
R031670,2026-05-15 07:16,NORMAL_OPERATION,EXC-219,Excavator,Large Excavator (30t class),3022.7,2.31,81.1,62.7,2.23,17.33,89.3,67.3,OP1003,Novice,0.6,Morning,62.4,21.7,49.7,1,22.2,2.32,69.3,88,13.2,Standard,Forward,0,1,2,60.0,0,Fastened,6.59,Material_Pile,0,9.6,Clear,0,0,Clear,98.7,37.7,22.6,Dry,Trench_Edge,Zone C,Daylight,TSK-031670,Trenching,3,204.2,204.2,80.2,0.268,53.1,75.3,21.5,14.5,LOW,0,0.1021,Normal,54.4,No_Incident,9.49
R037951,2026-05-15 07:18,NORMAL_OPERATION,EXC-202,Excavator,Medium Excavator (20t class),13752.8,10.31,88.5,69.0,0.69,13.22,54.0,73.2,OP1001,Experienced,6.2,Morning,75.2,11.9,63.5,2,44.5,1.47,75.1,130,11.0,Eco,Swinging,5,3,7,67.7,1,Fastened,6.39,Utility_Marker,0,8.7,Clear,0,0,Hot,73.3,38.5,34.8,Loose,Trench_Edge,Zone C,Dawn_Dusk,TSK-037951,Trenching,4,190.3,190.3,81.1,0.716,66.0,115.0,25.7,45.4,MEDIUM,0,0.0438,Normal,29.0,No_Incident,7.4
R013976,2026-05-15 07:19,PROXIMITY_HAZARD,EXC-223,Excavator,Large Excavator (30t class),9168.2,7.21,85.6,61.9,2.12,19.47,77.8,76.4,OP1065,Experienced,5.1,Morning,65.3,25.7,67.5,3,50.7,2.35,74.9,358,44.3,Standard,Reverse,3,1,15,72.0,2,Fastened,1.96,Vehicle,0,6.5,Violated,0,0,Cloudy,90.7,37.4,39.7,Dry,Gentle_Slope,Zone E,Daylight,TSK-013976,Excavation,2,839.9,839.9,216.8,0.884,168.0,210.6,64.7,37.4,MEDIUM,0,0.0396,Normal,25.4,No_Incident,12.99
R014190,2026-05-15 07:28,EFFICIENT_OPERATION,EXC-204,Excavator,Medium Excavator (20t class),1954.5,1.41,82.3,63.0,0.34,11.46,91.4,60.9,OP1085,Intermediate,2.0,Morning,63.6,30.1,68.2,2,34.8,1.11,56.9,350,31.3,Standard,Stationary,0,1,21,70.4,3,Fastened,10.33,Material_Pile,0,7.6,Clear,0,0,Cloudy,90.7,35.5,31.7,Loose,Embankment,Zone E,Daylight,TSK-014190,Backfilling,5,387.8,387.8,136.7,0.069,87.9,213.5,39.2,8.1,LOW,0,0.0597,Normal,198.3,No_Incident,9.89
R031861,2026-05-15 07:31,MACHINE_OVERHEATING,EXC-215,Excavator,Medium Excavator (20t class),11311.7,8.81,110.9,101.5,0.06,14.6,38.2,78.3,OP1000,Intermediate,4.8,Morning,72.9,16.4,68.6,1,52.7,1.23,61.8,101,9.4,Power,Swinging,2,2,14,70.2,1,Fastened,5.64,Structure,0,13.9,Warning,0,0,Clear,95.1,39.6,40.4,Dry,Embankment,Zone A,Daylight,TSK-031861,Trenching,3,124.2,124.2,51.4,0.459,43.1,74.9,18.4,58.2,HIGH,0,0.144,Normal,42.2,No_Incident,6.76
R031930,2026-05-15 07:32,LOW_VISIBILITY,EXC-218,Excavator,Medium Excavator (20t class),8552.9,7.21,81.3,61.6,0.48,13.53,71.3,58.8,OP1000,Intermediate,4.8,Morning,72.9,16.4,68.6,1,52.7,1.44,73.4,289,17.2,Standard,Swinging,7,3,13,76.6,2,Fastened,10.23,Material_Pile,0,4.8,Clear,0,0,Fog,24.6,34.3,31.3,Dry,Stockpile,Zone D,Dawn_Dusk,TSK-031930,Loading,3,415.3,415.3,147.1,0.3,105.2,141.5,29.7,22.9,LOW,0,0.0892,Normal,101.5,No_Incident,13.98
R017609,2026-05-15 07:33,HIGH_LOAD_OPERATION,WHL-307,Wheel Loader,Large Wheel Loader,4586.2,3.21,81.6,66.7,6.3,19.56,82.4,75.0,OP1108,Novice,0.4,Morning,57.4,20.3,60.5,2,14.2,7.04,102.8,180,29.7,Standard,Forward,0,5,16,68.8,3,Fastened,12.82,Worker,0,1.0,Clear,0,0,Cloudy,87.0,36.3,27.7,Dry,Flat,Zone B,Daylight,TSK-017609,Loading,1,1266.6,1266.6,246.8,0.805,201.7,162.9,55.2,22.7,LOW,0,0.0426,Normal,34.4,No_Incident,22.93
R018306,2026-05-15 07:33,POOR_WEATHER,EXC-210,Excavator,Medium Excavator (20t class),3390.7,2.31,83.6,62.4,0.83,16.13,82.5,79.7,OP1061,Experienced,8.4,Morning,84.6,17.0,87.4,3,68.2,1.41,69.5,532,50.6,Power,Stationary,4,3,10,84.6,0,Fastened,7.57,Material_Pile,0,8.5,Clear,0,0,Light_Rain,78.8,31.8,12.7,Wet,Embankment,Zone E,Daylight,TSK-018306,Excavation,4,747.8,747.8,193.0,0.285,199.4,280.9,78.4,19.1,LOW,0,0.1724,Normal,201.1,No_Incident,9.54
R014799,2026-05-15 07:37,EFFICIENT_OPERATION,EXC-207,Excavator,Large Excavator (30t class),7882.5,5.21,82.8,65.0,0.13,19.02,78.6,64.2,OP1016,Intermediate,2.4,Morning,80.9,18.7,73.9,1,52.7,2.46,73.1,122,4.7,Eco,Stationary,1,0,4,77.4,0,Unfastened,18.66,Worker,0,8.1,Clear,0,0,Hot,96.1,38.5,44.7,Dry,Gentle_Slope,Zone C,Daylight,TSK-014799,Excavation,2,299.6,299.6,74.9,0.768,59.9,64.3,19.9,17.1,LOW,0,0.0771,Normal,15.0,No_Incident,15.07
R009003,2026-05-15 07:41,NORMAL_OPERATION,WHL-307,Wheel Loader,Large Wheel Loader,4573.9,3.21,81.3,63.8,6.27,16.66,82.7,63.1,OP1108,Novice,0.4,Morning,57.4,20.3,60.6,2,14.2,5.69,82.1,170,34.9,Standard,Forward,0,1,23,66.3,5,Fastened,9.27,Vehicle,0,4.8,Clear,0,0,Hot,83.3,38.6,53.1,Dry,Gentle_Slope,Zone F,Daylight,TSK-009003,Stockpiling,2,965.2,965.2,241.1,0.216,161.8,174.3,51.0,20.0,LOW,0,0.1893,Normal,143.9,No_Incident,18.92
R018353,2026-05-15 07:42,EFFICIENT_OPERATION,EXC-217,Excavator,Medium Excavator (20t class),7990.3,6.01,78.2,56.8,0.34,12.01,64.1,59.6,OP1000,Intermediate,4.8,Morning,72.9,16.4,69.4,1,52.7,1.2,61.9,818,48.7,Standard,Swinging,3,3,24,83.6,5,Fastened,16.85,Material_Pile,0,3.3,Clear,0,0,Heavy_Rain,59.2,26.7,19.9,Muddy,Haul_Road,Zone B,Daylight,TSK-018353,Loading,3,983.0,983.0,287.6,0.747,249.0,563.3,115.7,10.8,LOW,0,0.0247,Normal,129.6,No_Incident,8.49
R019006,2026-05-15 07:46,POOR_WEATHER,WHL-309,Wheel Loader,Medium Wheel Loader,13540.4,10.51,83.3,61.1,3.98,11.01,68.6,57.0,OP1071,Intermediate,2.1,Morning,71.5,11.3,61.2,0,31.3,3.01,63.8,250,22.3,Eco,Forward,4,3,22,63.4,1,Fastened,7.74,Worker,0,5.6,Clear,0,0,Dust_Wind,46.5,32.9,91.5,Loose,Stockpile,Zone D,Daylight,TSK-019006,Loading,2,751.5,751.5,184.8,0.08,160.8,267.0,50.9,46.6,MEDIUM,0,0.0402,Normal,240.4,No_Incident,14.76
R007049,2026-05-15 07:48,HIGH_FUEL_CONSUMPTION,WHL-309,Wheel Loader,Medium Wheel Loader,13422.3,10.51,83.6,62.1,5.12,16.59,70.4,53.0,OP1071,Intermediate,2.1,Morning,71.5,11.3,61.6,0,31.3,3.15,71.0,347,31.4,Standard,Forward,16,7,41,63.3,4,Fastened,7.27,Material_Pile,0,5.5,Clear,0,0,Clear,88.9,36.5,28.1,Dry,Gentle_Slope,Zone F,Daylight,TSK-007049,Material_Transfer,3,1091.2,1091.2,293.7,0.392,282.6,410.4,113.4,29.0,LOW,1,0.9992,Abnormal_Fuel,263.9,No_Incident,9.63
R009500,2026-05-15 07:52,NORMAL_OPERATION,EXC-202,Excavator,Medium Excavator (20t class),13666.2,10.31,86.9,68.3,0.99,18.09,58.1,78.5,OP1095,Novice,1.6,Morning,68.7,16.3,58.6,1,36.4,1.37,67.3,286,21.4,Power,Swinging,1,7,22,70.1,2,Fastened,15.88,No_Object,0,6.9,Clear,0,0,Cloudy,97.7,37.8,21.0,Dry,Gentle_Slope,Zone E,Daylight,TSK-009500,Excavation,3,391.9,391.9,121.4,0.583,104.5,149.7,45.3,21.0,LOW,0,0.1625,Normal,61.9,No_Incident,8.66
R008610,2026-05-15 07:53,POOR_WEATHER,EXC-214,Excavator,Large Excavator (30t class),11071.9,8.31,88.2,65.1,1.86,18.45,64.1,75.7,OP1094,Expert,11.1,Morning,97.2,21.9,84.2,5,77.2,2.65,83.6,271,43.9,Eco,Forward,5,3,6,96.9,2,Fastened,4.65,Material_Pile,0,18.7,Warning,0,0,Heavy_Rain,38.8,31.7,6.4,Wet,Embankment,Zone E,Daylight,TSK-008610,Excavation,3,719.1,719.1,147.8,0.397,143.8,243.3,68.3,62.0,HIGH,0,0.1902,Normal,159.0,No_Incident,10.52
R031216,2026-05-15 07:53,NORMAL_OPERATION,WHL-313,Wheel Loader,Medium Wheel Loader,6387.9,4.11,78.8,55.0,4.93,10.34,78.9,51.1,OP1047,Experienced,5.9,Morning,86.7,14.6,90.2,0,82.6,3.41,75.5,106,16.5,Standard,Forward,1,0,6,90.6,0,Fastened,19.69,Worker,0,5.0,Clear,1,0,Dust_Wind,56.3,35.2,79.1,Loose,Stockpile,Zone D,Daylight,TSK-031216,Stockpiling,5,358.1,358.1,83.8,0.702,80.6,121.9,21.0,12.2,LOW,0,0.1845,Normal,36.4,No_Incident,17.05
R006113,2026-05-15 07:55,NORMAL_OPERATION,EXC-212,Excavator,Large Excavator (30t class),1413.2,0.81,83.4,63.5,1.24,23.7,87.5,79.6,OP1018,Experienced,6.1,Morning,70.6,21.9,68.4,1,62.4,2.55,78.4,256,28.6,Power,Forward,1,1,21,80.4,2,Fastened,16.15,No_Object,0,11.9,Clear,0,0,Clear,91.7,30.5,30.0,Loose,Embankment,Zone E,Daylight,TSK-006113,Excavation,3,652.4,652.4,144.1,0.522,130.5,157.1,61.1,21.4,LOW,0,0.086,Normal,76.7,No_Incident,10.68
